pi_block_tree_proc16,2.661367
pi_nonblock_linear_proc2,6.501929
pi_nonblock_linear_proc2,6.732355
pi_nonblock_linear_proc2,6.553673
pi_nonblock_linear_proc2,6.538245
pi_nonblock_linear_proc2,7.563188
pi_nonblock_linear_proc2,6.681057
pi_nonblock_linear_proc2,6.567428
pi_nonblock_linear_proc2,7.271056
pi_nonblock_linear_proc2,6.509079
pi_nonblock_linear_proc2,6.524781
pi_nonblock_linear_proc4,3.595346
pi_nonblock_linear_proc4,3.715898
pi_nonblock_linear_proc4,3.686049
pi_nonblock_linear_proc4,3.558925
pi_nonblock_linear_proc4,4.704994
pi_nonblock_linear_proc4,6.813312
pi_nonblock_linear_proc4,6.018340
pi_nonblock_linear_proc4,3.481485
pi_nonblock_linear_proc4,3.621035
pi_nonblock_linear_proc4,4.742106
pi_nonblock_linear_proc8,1.780335
pi_nonblock_linear_proc8,3.644631
pi_nonblock_linear_proc8,4.563785
pi_nonblock_linear_proc8,5.123143
pi_nonblock_linear_proc8,2.880914
pi_nonblock_linear_proc8,5.002158
pi_nonblock_linear_proc8,3.998959
pi_nonblock_linear_proc8,3.163737
pi_nonblock_linear_proc8,5.023184
pi_nonblock_linear_proc8,3.429599
pi_nonblock_linear_proc12,2.471644
pi_nonblock_linear_proc12,2.437027
pi_nonblock_linear_proc12,2.704553
pi_nonblock_linear_proc12,3.054410
pi_nonblock_linear_proc12,2.412161
pi_nonblock_linear_proc12,2.863462
pi_nonblock_linear_proc12,4.170329
pi_nonblock_linear_proc12,3.739375
pi_nonblock_linear_proc12,3.555207
pi_nonblock_linear_proc12,2.831707
pi_nonblock_linear_proc16,3.546638
pi_nonblock_linear_proc16,3.252128
pi_nonblock_linear_proc16,3.468212
pi_nonblock_linear_proc16,2.520162
pi_nonblock_linear_proc16,2.236761
pi_nonblock_linear_proc16,2.498085
pi_nonblock_linear_proc16,3.028972
pi_nonblock_linear_proc16,3.305552
pi_nonblock_linear_proc16,3.339573
pi_nonblock_linear_proc16,3.549052
pi_gather_proc2,6.974811
pi_gather_proc2,6.552861
pi_gather_proc2,6.836704
pi_gather_proc2,7.918254
pi_gather_proc2,8.178675
pi_gather_proc2,7.194883
pi_gather_proc2,6.884742
pi_gather_proc2,10.175848
pi_gather_proc2,15.043686
pi_gather_proc2,7.295185
pi_gather_proc4,9.473887
pi_gather_proc4,8.012882
pi_gather_proc4,7.499070
pi_gather_proc4,8.455148
pi_gather_proc4,7.794934
pi_gather_proc4,6.520628
pi_gather_proc4,6.045404
pi_gather_proc4,4.916657
pi_gather_proc4,6.126774
pi_gather_proc4,5.088401
pi_gather_proc8,4.091892
pi_gather_proc8,4.366524
pi_gather_proc8,6.247502
pi_gather_proc8,5.178177
pi_gather_proc8,4.030390
pi_gather_proc8,3.943967
pi_gather_proc8,4.872346
pi_gather_proc8,5.887617
pi_gather_proc8,5.524485
pi_gather_proc8,6.644786
pi_gather_proc12,4.251924
pi_gather_proc12,4.038830
pi_gather_proc12,5.574523
pi_gather_proc12,5.995105
pi_gather_proc12,5.531089
pi_gather_proc12,5.979091
pi_gather_proc12,5.835759
pi_gather_proc12,5.339986
pi_gather_proc12,4.950991
pi_gather_proc12,4.931114
pi_gather_proc16,3.450704
pi_gather_proc16,3.869868
pi_gather_proc16,3.167994
pi_gather_proc16,3.626623
pi_gather_proc16,3.553819
pi_gather_proc16,2.442789
pi_gather_proc16,3.593627
pi_gather_proc16,3.578202
pi_gather_proc16,3.170453
pi_gather_proc16,3.222594
pi_reduce_proc2,10.579003
pi_reduce_proc2,8.824340
pi_reduce_proc2,9.035353
pi_reduce_proc2,7.680228
pi_reduce_proc2,7.820453
pi_reduce_proc2,7.694690
pi_reduce_proc2,6.647642
pi_reduce_proc2,7.180104
pi_reduce_proc2,7.914946
pi_reduce_proc2,7.367702
pi_reduce_proc4,5.282025
pi_reduce_proc4,5.963208
pi_reduce_proc4,6.394070
pi_reduce_proc4,6.378343
pi_reduce_proc4,6.622405
pi_reduce_proc4,5.389954
pi_reduce_proc4,4.574303
pi_reduce_proc4,5.000239
pi_reduce_proc4,5.705926
pi_reduce_proc4,5.856759
pi_reduce_proc8,3.558956
pi_reduce_proc8,3.007818
pi_reduce_proc8,2.800432
pi_reduce_proc8,2.752340
pi_reduce_proc8,2.438775
pi_reduce_proc8,2.647931
pi_reduce_proc8,2.444252
pi_reduce_proc8,2.795962
pi_reduce_proc8,2.407761
pi_reduce_proc8,2.850309
pi_reduce_proc12,4.236854
pi_reduce_proc12,3.511054
pi_reduce_proc12,3.409645
pi_reduce_proc12,3.078251
pi_reduce_proc12,3.433851
pi_reduce_proc12,3.203934
pi_reduce_proc12,3.554964
pi_reduce_proc12,4.549613
pi_reduce_proc12,4.989038
pi_reduce_proc12,3.364319
pi_reduce_proc16,2.657887
pi_reduce_proc16,2.625347
pi_reduce_proc16,3.104176
pi_reduce_proc16,2.016655
pi_reduce_proc16,2.895662
pi_reduce_proc16,2.085150
pi_reduce_proc16,3.434580
pi_reduce_proc16,3.392070
pi_reduce_proc16,2.660878
pi_reduce_proc16,2.436413
